slug,name_en,name_bn,description_en,description_bn,type,price,sale_price,unit,stock,is_active,tags,image_url,agro_id,agro_url,agro_category,match_score,cloudinary_url
saltose-plus-500-gm-powder-6858,Saltose Plus 500 gm Powder,সলটোস প্লাস ৫০০গ্রাম পাউডার,"Saltose Plus Probiotic and Enzyme Combined Feed Supplement Composition: Bacillus Group: Bacillus licheniformis: 1.0 x 10^5 CFU/g Bacillus subtilis: 1.0 x 10^5 CFU/g Bacillus pumilus: 1.0 x 10^5 CFU/g Enterococcus Group: Enterococcus faecium: 1.0 x 10^5 CFU/g Enterococcus faecalis: 1.0 x 10^5 CFU/g Main Enzymes: Beta-glucanase: 350 IU Cell wall lyase: 3,700 IU Protease: 12,000 PU Instructions: Diarrhea Dysentery Colibacillosis Salmonellosis Post-antibiotic therapy Improved digestion Stress Probio","সলটোস প্লাস প্রোবায়োটিক ও এনজাইম সম্মিলিত ফিড সাপ্লিমেন্ট উপাদান: ব্যাসিলাস গ্রুপ: ব্যাসিলাস লিচেনিফর্মিস: ১.০ x ১০^৫ CFU/g ব্যাসিলাস সুবটিলিস: ১.০ x ১০^৫ CFU/g ব্যাসিলাস পুমিলাস: ১.০ x ১০^৫ CFU/g এন্টারোকোকাস গ্রুপ: এন্টারোকোকাস ফেসিয়াম: ১.০ x ১০^৫ CFU/g এন্টারোকোকাস ফেসালিস: ১.০ x ১০^৫ CFU/g প্রধান এনজাইম: বিটা-গ্লুকানেজ: ৩৫০ IU সেল ওয়াল লাইস: ৩,৭০০ IU প্রোটিজ: ১২,০০০ PU নির্দেশনা: ডায়রিয়া ডিসেন্ট্রি কোলিবাসিলোসিস সালমোনেলোসিস অ্যান্টিবায়োটিক থেরাপির পর হজম বৃদ্ধির জন্য স্ট্রেস প্রোবায়ো",vet_supply,1125,972,500gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img9239.webp,6858,https://agromukam.com/saltose-plus-500-gm-powder,Cattle > Cattle Medication > Immune Enhancers,0.50,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/saltose-plus-500-gm-powder-6858.webp
otetra-vet-50-powder-500g-7462,Otetra-Vet 50 Powder 500g,ওটেট্রা-ভেট® ৫০ পাউডার ৫০০ গ্রাম,no description found...,"ওটেট্রা-ভেট® ৫০ পাউডার ৫০০ গ্রাম প্রয়োগ ক্ষেত্র: ওটেট্রা-ভেট® ৫০ পাউডার একটি অ্যান্টিবায়োটিক, যা পোল্ট্রি, গবাদি পশু, ছাগল, চিংড়ি, স্বাদুপানির মাছ এবং অ্যাকোয়ারিয়াম মাছের খাদ্য বা পানীয় জলে মিশিয়ে ব্যাকটেরিয়াজনিত রোগের প্রতিরোধ ও চিকিৎসায় ব্যবহার করা হয়। অক্সিটেট্রাসাইক্লিন ওষুধ মূলত পোল্ট্রির বিভিন্ন রোগের চিকিৎসায় ব্যাপকভাবে ব্যবহৃত হয়। পোল্ট্রি: কোলিব্যাসিলোসিস (E. coli), ইনফেকশাস কোরাইজা (Haemophilus gallinarum), মাইকোপ্লাজমোসিস, ক্রনিক রেসপিরেটরি ডিজিজ, এয়ারস্যাকুলাইটিস, ইনফেকশ",vet_supply,1000,991,500gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img10502.webp,7462,https://agromukam.com/otetra-vet-50-powder-500g,Cattle > Cattle Medication > Antibacterials,0.50,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/otetra-vet-50-powder-500g-7462.webp
antiviral-powder-25-kg-9043,Antiviral Powder 25 Kg,Antiviral Powder 25 Kg,"Composition: Antiviral Agent 50% Activated Charcoal 10% Sodium Bicarbonate 10% Calcium Carbonate 10% Sucrose OS Prevents and controls ND IB Avian Influensa LSD Epimeral Fever Mastitis Enteritis Pre vents and controls FMD PPR Flavivirus Effective in preventing harmful bactenal infec tions Improves FCR and increases Dosage and Administration: Poultry: 1 gram in 3-4 liters of water for 5-7 days. Cattle, horses and buffaloes: 15-20 grams for 100-200 kg body weight mixed with food. Goats and sheep: 5","Composition: Antiviral Agent 50% Activated Charcoal 10% Sodium Bicarbonate 10% Calcium Carbonate 10% Sucrose OS Prevents and controls ND IB Avian Influensa LSD Epimeral Fever Mastitis Enteritis Pre vents and controls FMD PPR Flavivirus Effective in preventing harmful bactenal infec tions Improves FCR and increases Dosage and Administration: Poultry: 1 gram in 3-4 liters of water for 5-7 days. Cattle, horses and buffaloes: 15-20 grams for 100-200 kg body weight mixed with food. Goats and sheep: 5",vet_supply,62500,35000,25kg,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img12547.webp,9043,https://agromukam.com/antiviral-powder-25-kg,Cattle > Cattle Medication > Antibacterials,0.50,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/antiviral-powder-25-kg-9043.webp
steel-animal-injector-syringe-needle-1box-12p-6705,Steel Animal Injector Syringe Needle 1box × 12p,Steel Animal Injector Syringe Needle 1box × 12p,,,vet_supply,300,195,1box,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8982.webp,6705,https://agromukam.com/steel-animal-injector-syringe-needle-1box-12p,Cattle > Cattle Hygiene & Grooming > Protective Gear,0.25,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/steel-animal-injector-syringe-needle-1box-12p-6705.webp
calvita-db-bolus-100-bolus-4545,Calvita DB Bolus (100)Bolus,ক্যালভিটা DB বোলাস (১০০টি বোলাস),"💊 Calvita DB Bolus (100 Bolus) Type: Veterinary Mineral &amp; Vitamin Bolus Category: Livestock Supplements / Cattle &amp; Goat Health Pack Size: 100 Bolus ✅ Product Description (English): Calvita DB Bolus is a balanced supplement containing calcium, phosphorus, Vitamin D3, and B12 , specially designed for dairy cattle, goats, and sheep. It supports bone strength, milk production, and overall animal vitality . 🐄 Key Benefits: Helps prevent milk fever, calcium deficiency , and weakness Improves","💊 ক্যালভিটা DB বোলাস (১০০টি বোলাস) ধরন: ভেটেরিনারি খনিজ ও ভিটামিন সাপ্লিমেন্ট বিভাগ: গরু, ছাগল, ভেড়ার জন্য পুষ্টি সহায়ক প্যাক সাইজ: ১০০টি বোলাস ✅ পণ্যের বিবরণ (বাংলা): Calvita DB Bolus একটি উন্নত মানের সাপ্লিমেন্ট যা ক্যালসিয়াম, ফসফরাস, ভিটামিন ডি৩ ও বি১২ সমৃদ্ধ। এটি গরু, ছাগল ও ভেড়ার হাড় শক্তিশালী করতে এবং দুগ্ধ উৎপাদন বাড়াতে সহায়তা করে। 🐄 উপকারিতা: দুগ্ধ দেহে ক্যালসিয়ামের ঘাটতি ও দুধ জ্বর প্রতিরোধে সহায়ক দুধের উৎপাদন ও প্রজনন ক্ষমতা উন্নত করে হাড়ের বৃদ্ধি ও শক্তি বাড়ায় বাচ্চা প্রসবে",vet_supply,550,425,piece,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img5153.webp,4545,https://agromukam.com/calvita-db-bolus-100bolus,Cattle > Cattle Medication > Immune Enhancers,0.19,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/calvita-db-bolus-100-bolus-4545.webp
availa-4-10-gm-5283,Availa 4- 10 gm,এভেইলা ৪- ১০ গ্রাম,"Composition: Zinc-5.15%, Manganese-2.86%, Copper-1.80%, Cobalt-0.18%, Total Amino Acid-20.48%. Indication: Availa 4 is indicated for-to prevent mastis, to reduce hoof problems of animals, to prevent milk spoilage by reducing somatic cell count in milk, to reduce transportation stress, to reduce secondary bacterial infections. Dosage: Cattle: 4 gm per 120 kg body weight daily; Goat: 1 gm per animal daily; Horse: 4 gm per 120 kg body weight daily. precaution: N/A use_in_pregnancy: N/A side_effects","কার্যকরী উপাদান এভেইলা ৪ পাউডার-এ আছে: জিংক.................৫.১৫% ম্যাঙ্গানিজ,.......২.৮৬% কপার ..............১.১৮% কোবাল্ট...........০.১৮% টোটাল এমাইনো এসিড................ ২০.৪৮% ব্যবহার ক্ষেত্রঃ ওলান প্রদাহ বা ম্যাটাইটিস প্রতিরোধ করতে গবাদি প্রাণীর খুড়ের সমস্যা দূর করতে দুধে সোমাটিক কোষ কমিয়ে দুধ নষ্ট হওয়া প্রতিরোধ করতে স্থানান্তর জনিত ধকল কমাতে দ্বিতীয় পর্যায়ের রোগ সংক্রমণ প্রতিরোধ করতে রোগাক্রান্ত প্রাণীকে দ্রুত সুস্থ করতে মাত্রা ও প্রয়োগবিধি গরু ও প্রতিদিন ৪ গ্রাম ১২০ কেজি দৈহিক ওজনে",vet_supply,15,13,10gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6291.webp,5283,https://agromukam.com/availa-4-10-gm,Cattle > Cattle Medication > NSAID & Pain killer,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/availa-4-10-gm-5283.webp
s-mectin-vet-15-ml-6344,S-Mectin vet 15 ml,এস-মেকটিন ভেট – ১৫ মিলি,"💉 S-Mectin Vet – 15 ml Type: Injectable Antiparasitic Veterinary Medicine Active Ingredient: Ivermectin 1% Use For: Cattle, Buffalo, Goat, Sheep, Poultry, etc. Pack Size: 15 ml injection vial ✅ Benefits: External parasites: Treats skin mites, ticks, lice, mange, etc. Internal parasites: Effective against roundworms, lungworms, strongyles Clears respiratory &amp; skin parasites in livestock Enhances immunity and overall productivity 💧 Dosage: Cattle/Buffalo: 1 ml per 50 kg body weight (subcutan","💉 এস-মেকটিন ভেট – ১৫ মিলি ধরন: ইনজেকশনযোগ্য অ্যান্টিপ্যারাসাইটিক ভেটেরিনারি ওষুধ সক্রিয় উপাদান: আইভারমেকটিন ১% ব্যবহার: গরু, ছাগল, মহিষ, ভেড়া, হাঁস-মুরগি ইত্যাদির পরজীবী নিয়ন্ত্রণে প্যাক সাইজ: ১৫ মিলি ইনজেকশন ভায়াল ✅ কার্যকারিতা: বহিঃপরজীবী: চর্মরোগ, টিক, মাইট, লাইস ইত্যাদি ধ্বংস করে অন্তঃপরজীবী: গোলকৃমি, রাউন্ডওয়ার্ম, স্ট্রংগাইল, লাং ওয়ার্ম ইত্যাদি নিয়ন্ত্রণ করে গরু, ছাগল ও ভেড়ার ত্বক ও শ্বাসযন্ত্র সংক্রান্ত পরজীবী দূর করতে কার্যকর রোগ প্রতিরোধ ক্ষমতা বৃদ্ধি করে ও উৎপাদনক্ষমতা বাড়ায় 💧 ব্যবহার",vet_supply,55,30,15ml,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8321.webp,6344,https://agromukam.com/s-mectin-vet-25-ml,"Cattle > Cattle Hygiene & Grooming > Lice, Mites, Flies & Mosquito repellent",0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/s-mectin-vet-15-ml-6344.webp
doubledex-s-vet-bolus-6-s-4940,Doubledex S Vet Bolus 6's,ডাবলডেক্স এস ভেট বোলাস ৬'টি,"DESCRIPTION Doubledex™ S vet bolus is a combination of Triclabendazole &amp; Levamisole which is suitable for small ruminant (Sheep, goat &amp; calf}. Doubledex S vet bolus highly effective against Liver fluke &amp; Roundworm infestation. Doubledex S vet bolus is cattle loving flavored so animal intake easily. COMPOSITION Each bolus contains Triclabendazole BP 225 mg &amp; Levamisole Hydrochloride BP equivalent to Levamisole 150 mg. MODE OF ACTION Doubledex™ S vet bolus contains two ideal anthel","বর্ণনা ডাবলডেক্স™ S ভেট বোলাস হল ট্রাইক্লাবেন্ডাজোল এবং লেভামিসোলের সংমিশ্রণ যা ছোট রমিন্যান্ট (ভেড়া, ছাগল এবং বাছুর) জন্য উপযুক্ত। ডাবলডেক্স S পশুচিকিত্সক বোলাস লিভার ফ্লুক এবং রাউন্ডওয়ার্মের উপদ্রবের বিরুদ্ধে অত্যন্ত কার্যকর। Doubledex S vet bolus হল গবাদি পশুপ্রেমী স্বাদযুক্ত তাই সহজে পশু খাওয়া যায়। গঠন প্রতিটি বোলাসে রয়েছে ট্রাইক্লাবেন্ডাজোল বিপি 225 মিগ্রা এবং লেভামিসোল হাইড্রোক্লোরাইড বিপি লেভামিসোল 150 মিলিগ্রামের সমতুল্য। কার্যকারিতা Doubledex™ S ভেট বোলাসে দুটি আদর্শ অ্যান্থেলমিন্ট",vet_supply,72,69,piece,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8184.webp,4940,https://agromukam.com/doubledex-s-vet-bolus-6s,Cattle > Cattle Medication > Anthelmintics,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713448/products/doubledex-s-vet-bolus-6-s-4940.webp
civodex-vet-eye-drops-5-ml-4187,Civodex Vet Eye Drops 5 ml,সিভোডেক্স ভেট আই ড্রপস – ৫ মি.লি.,"🐾 Civodex Vet Eye Drops – 5 ml Type: Veterinary Ophthalmic Solution Category: Animal Eye Care / Veterinary Medicine Pack Size: 5 ml ✅ Product Description (English): Civodex Vet Eye Drops is a sterile ophthalmic solution used for treating eye infections, irritation, redness, and discharge in animals such as cows, goats, cats, dogs, and poultry. It provides effective antibacterial and anti-inflammatory relief . 💊 Key Uses: Conjunctivitis (redness &amp; inflammation) Eye irritation due to dust or","🐾 সিভোডেক্স ভেট আই ড্রপস – ৫ মি.লি. ধরন: পশু চিকিৎসার জন্য চোখের ড্রপ বিভাগ: পশুর চোখের যত্ন / ভেটেরিনারি মেডিসিন প্যাক সাইজ: ৫ মি.লি. ✅ পণ্যের বিবরণ: Civodex Vet Eye Drops হল একটি জীবাণুমুক্ত চোখের ড্রপ যা গরু, ছাগল, কুকুর, বিড়াল এবং পোলট্রির চোখের সংক্রমণ, লালভাব, পানি পড়া এবং জ্বালা উপশমে ব্যবহৃত হয়। এটি অ্যান্টিবায়োটিক ও অ্যান্টি-ইনফ্ল্যামেটরি হিসেবে কাজ করে। 💊 ব্যবহার: কনজাংকটিভাইটিস (চোখের লালভাব ও ফোলাভাব) ধুলো বা আঘাতজনিত জ্বালা চোখ দিয়ে পানি পড়া বা ইনফেকশন অপারেশনের পর চোখের যত্ন ",vet_supply,85,80,5ml,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img9086.webp,4187,https://agromukam.com/liver-guard-1lit,Cattle > Cattle Medication > Immune Enhancers,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/civodex-vet-eye-drops-5-ml-4187.webp
availa-4-100-gm-5284,Availa 4- 100 gm,এভেইলা ৪- ১০০ গ্রাম,"Composition: Zinc-5.15%, Manganese-2.86%, Copper-1.80%, Cobalt-0.18%, Total Amino Acid-20.48%. Indication: Availa 4 is indicated for-to prevent mastis, to reduce hoof problems of animals, to prevent milk spoilage by reducing somatic cell count in milk, to reduce transportation stress, to reduce secondary bacterial infections. Dosage: Cattle: 4 gm per 120 kg body weight daily; Goat: 1 gm per animal daily; Horse: 4 gm per 120 kg body weight daily. precaution: N/A use_in_pregnancy: N/A side_effects","কার্যকরী উপাদান এভেইলা ৪ পাউডার-এ আছে: জিংক.................৫.১৫% ম্যাঙ্গানিজ,.......২.৮৬% কপার ..............১.১৮% কোবাল্ট...........০.১৮% টোটাল এমাইনো এসিড................ ২০.৪৮% ব্যবহার ক্ষেত্রঃ ওলান প্রদাহ বা ম্যাটাইটিস প্রতিরোধ করতে গবাদি প্রাণীর খুড়ের সমস্যা দূর করতে দুধে সোমাটিক কোষ কমিয়ে দুধ নষ্ট হওয়া প্রতিরোধ করতে স্থানান্তর জনিত ধকল কমাতে দ্বিতীয় পর্যায়ের রোগ সংক্রমণ প্রতিরোধ করতে রোগাক্রান্ত প্রাণীকে দ্রুত সুস্থ করতে মাত্রা ও প্রয়োগবিধি গরু ও প্রতিদিন ৪ গ্রাম ১২০ কেজি দৈহিক ওজনে",vet_supply,125,117,100gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6293.webp,5284,https://agromukam.com/availa-4-100-gm,Cattle > Cattle Medication > NSAID & Pain killer,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/availa-4-100-gm-5284.webp
maloxlin-vet-2-gm-inj-5983,Maloxlin vet 2 gm  inj,ম্যালক্সলিন ভেট – ২ গ্রাম ইনজেকশন,"💉 Maloxlin Vet – 2 gm Injection Type: Broad-Spectrum Antibiotic (Injectable) Category: Veterinary Use – Cattle, Goat, Sheep, Poultry Form: Powder for Injection (with sterile water) Pack Size: 2 gm vial ✅ Product Description (English): Maloxlin Vet 2 gm is a broad-spectrum injectable antibiotic , mainly composed of Amoxicillin (Trihydrate) and Cloxacillin (Sodium) . It is effective against a wide range of Gram-positive and Gram-negative bacteria and is used for treating bacterial infections in c","💉 ম্যালক্সলিন ভেট – ২ গ্রাম ইনজেকশন ধরন: ব্রড-স্পেকট্রাম অ্যান্টিবায়োটিক ইনজেকশন ব্যবহার: গরু, ছাগল, ভেড়া ও পোলট্রির জন্য ফর্ম: ইনজেকশনের জন্য গুঁড়া (স্টেরাইল পানি সহ) পরিমাণ: ২ গ্রাম ✅ পণ্যের বিবরণ (বাংলা): Maloxlin Vet 2 gm একটি দ্বৈত অ্যান্টিবায়োটিক যা Amoxicillin ও Cloxacillin সমন্বয়ে তৈরি। এটি গ্রাম-পজিটিভ ও গ্রাম-নেগেটিভ উভয় প্রকার ব্যাকটেরিয়া ধ্বংসে কার্যকর। এটি শ্বাসতন্ত্র, জরায়ু, অন্ত্র, ত্বক ও অস্থির সংক্রমণে ব্যবহৃত হয়। 🐄🐐 ব্যবহার নির্দেশনা: ফুসফুসের সংক্রমণ ম্যাস্টাইটিস (ব",vet_supply,183,135,2gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7603.webp,5983,https://agromukam.com/maloxlin-vet-2-gm-inj,Cattle > Cattle Medication > Antibiotics,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/maloxlin-vet-2-gm-inj-5983.webp
pine-killer-30ml-5540,Pine Killer 30ml,পাইন কিলার – ৩০ মিলি,"🧴 Pine Killer – 30 ml Type: Veterinary Dewormer / Antiparasitic Solution Category: Animal Health / Poultry &amp; Livestock Care Pack Size: 30 ml ✅ Product Description (English): Pine Killer is a broad-spectrum liquid dewormer formulated for poultry, cattle, goats, and sheep. It is used to eliminate internal parasites such as roundworms, tape worms, and pinworms, and helps maintain better gut health, feed conversion , and overall animal productivity. 🐄🐓 Key Benefits: Eliminates gastrointestina","🧴 পাইন কিলার – ৩০ মিলি ধরন: পরজীবীনাশক তরল ওষুধ (Dewormer) বিভাগ: পশু ও পোলট্রির স্বাস্থ্য রক্ষণাবেক্ষণ প্যাক সাইজ: ৩০ মিলি ✅ পণ্যের বিবরণ (বাংলা): Pine Killer একটি কার্যকর পেটের কৃমিনাশক তরল ওষুধ যা গরু, ছাগল, ভেড়া ও হাঁস-মুরগিতে নিরাপদে ব্যবহার করা যায়। এটি রাউন্ডওয়ার্ম, পিনওয়ার্ম, টেপওয়ার্ম সহ বিভিন্ন অন্তঃপরজীবী ধ্বংস করে এবং হজম ও বৃদ্ধির হার উন্নত করে। 🐄🐔 উপকারিতা: পেটের কৃমি ধ্বংসে সহায়ক (রাউন্ডওয়ার্ম, পিনওয়ার্ম ইত্যাদি) খাদ্য হজম ও শোষণ ক্ষমতা বৃদ্ধি করে ওজন বৃদ্ধি ও ডিম উৎপাদ",vet_supply,220,175,30ml,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img6789.webp,5540,https://agromukam.com/pine-killer-30ml,Cattle > Cattle Medication > Anthelmintics,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/pine-killer-30ml-5540.webp
ectonil-vet-5-10gm-6599,Ectonil Vet 5× 10gm,একটোনিল ভেট ৫× ১০ গ্রাম,"Direct damage : Direct blood sucking, resulting in animal anemia and reduced production. When bitten by lice, fleas, and mosquitoes, the animal feels restless and uncomfortable, resulting in inability to eat a full stomach, resulting in reduced production . Due to the bites of parasites, the animal's body rubs and rubs, resulting in severe damage to the skin and fur. Due to the bites of parasites, pruritis and allergic reactions can occur on the skin of the animal. In winter, newborn calves and ","সরাসরি ক্ষতি : সরাসরি রক্ত ​​চুষে, ফলে পশুর রক্তাল্পতা দেখা দেয় এবং উৎপাদন কমে যায়। উকুন, মাছি এবং মশা কামড়ালে, পশু অস্থির এবং অস্বস্তিকর বোধ করে, যার ফলে পেট ভরে খেতে অক্ষম হয়, ফলে উৎপাদন কমে যায়। পরজীবীর কামড়ের কারণে, পশুর শরীর ঘষে ঘষে, যার ফলে ত্বক এবং পশমের মারাত্মক ক্ষতি হয়। পরজীবীর কামড়ের কারণে, পশুর ত্বকে চুলকানি এবং অ্যালার্জির প্রতিক্রিয়া দেখা দিতে পারে। শীতকালে, নবজাতক বাছুর এবং ছাগল অতিরিক্ত উকুন এবং মাছি দ্বারা আক্রান্ত হলে রক্তাল্পতা দেখা দিতে পারে এবং মারা যেতে পারে।",vet_supply,190,185,10gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img8809.webp,6599,https://agromukam.com/ectonil-vet-5-10gm,Cattle > Cattle Medication > Dermatological Product,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/ectonil-vet-5-10gm-6599.webp
taxovet-2gm-6015,Taxovet 2gm,ট্যাক্সোভেট – ২ গ্রাম ইনজেকশন,"💉 Taxovet – 2 gm Injection Type: Broad-spectrum antibiotic (Injectable) Category: Veterinary Use – Cattle, Goat, Sheep, Poultry Pack Size: 2 gm vial (with sterile water for reconstitution) ✅ Product Description (English): Taxovet 2 gm is a broad-spectrum injectable antibiotic , generally composed of Ceftriaxone Sodium , used for the treatment of severe bacterial infections in animals including cattle, goats, sheep, and poultry . It is effective against both Gram-positive and Gram-negative bacte","💉 ট্যাক্সোভেট – ২ গ্রাম ইনজেকশন ধরন: ব্রড-স্পেকট্রাম অ্যান্টিবায়োটিক ইনজেকশন ব্যবহার: গরু, ছাগল, ভেড়া, হাঁস-মুরগির জন্য প্যাক সাইজ: ২ গ্রাম (স্টেরাইল পানি সহ) ✅ পণ্যের বিবরণ (বাংলা): Taxovet 2 gm একটি শক্তিশালী ব্রড-স্পেকট্রাম অ্যান্টিবায়োটিক , যার মূল উপাদান Ceftriaxone Sodium । এটি শ্বাসতন্ত্র, অন্ত্র, প্রজনন, প্রস্রাবনালী ও রক্তের সংক্রমণ প্রতিরোধে ও চিকিৎসায় কার্যকর। 🐄🐐 ব্যবহার নির্দেশনা: নিউমোনিয়া, ব্রংকাইটিস মেট্রাইটিস, এন্ডোমেট্রাইটিস ব্যাকটেরিয়াজনিত ডায়রিয়া ও অন্ত্রের ইনফেকশন ",vet_supply,275,200,2gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7675.webp,6015,https://agromukam.com/taxovet-2gm,Cattle > Cattle Medication > Antibiotics,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/taxovet-2gm-6015.webp
rumenal-1-box-6104,RUMENAL  1 box,রুমেনাল – ১ বক্স,"🐄 RUMENAL – 1 Box Type: Rumen Modifier &amp; Digestive Tonic Category: Cattle, Buffalo, Goat – Veterinary Feed Supplement Form: Bolus/Tablets or Powder (based on formulation) Pack Size: 1 Box ✅ Product Description (English): RUMENAL is a powerful rumen stimulant and digestive enhancer specially formulated to support rumen function , improve digestion , and enhance nutrient absorption in cattle and ruminants. It helps in correcting ruminal disorders like bloat, acidosis, indigestion, and loss of","🐄 রুমেনাল – ১ বক্স ধরন: রিউমেন (পুনঃজীবন) টনিক ও হজম সহায়ক ব্যবহার: গরু, মহিষ, ছাগল – ভেটেরিনারি ফিড সাপ্লিমেন্ট ফর্ম: বোলাস বা গুঁড়া (যে ফর্মেই থাকে) প্যাক: ১ বক্স ✅ কার্যকারিতা: রুমেনাল একটি শক্তিশালী রিউমেন উদ্দীপক ও হজমকারী টনিক , যা রিউমেনের কার্যক্ষমতা বাড়ায়, গ্যাস্ট্রিক সমস্যা, উদরফাঁপা, হজমের গোলযোগ ও খাওয়ার অনীহা দূর করে । এটি দুধ উৎপাদন ও ওজন বৃদ্ধিতে সহায়তা করে। 🌿 উপকারিতা: রিউমেনের ব্যাকটেরিয়াল কার্যক্রম সক্রিয় করে হজমের সমস্যা, গ্যাস, খাওয়ার অনীহা প্রতিরোধ করে খাদ্য গ্রহণ ও FC",vet_supply,330,265,1box,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img7815.webp,6104,https://agromukam.com/rumenal-1-box,Cattle > Cattle Medication > Immune Enhancers,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/rumenal-1-box-6104.webp
masti-z-100-g-7710,Masti-Z 100 g,ম্যাস্টি-জি ১০০ গ্রাম,"🧪 Product Name: Masti-Z (A powerful udder health booster with 18 vitamins, 3 probiotics, 3 enzymes, 3 amino acids, 5 trace minerals, and 1 antioxidant) 📦 Pack Size: 100 g 🔸 Composition (per 60 gm): Vitamins: Vitamin A – 10,000 IU Vitamin D₃ – 2,000 IU Vitamin E – 100 mg Vitamin C – 100 mg Electrolytes &amp; Buffers: Trisodium Citrate – 4.5 gm Potassium Iodide – 4.0 mg Enzymes &amp; Probiotics: Serratiopeptidase – 20,000 IU Bromelain – 1,800 GDU Lipase – 500 IU Live Yeast – 50 million CFU Lact","🧪 পণ্যের নাম: ম্যাস্টি-জি (১৮ ভিটামিন, ৩টি প্রোবায়োটিক, ৩টি এনজাইম, ৩টি অ্যামাইনো অ্যাসিড, ৫টি ট্রেস মিনারেল ও ১টি অ্যান্টিঅক্সিডেন্ট সমৃদ্ধ কার্যকর উত্তম দুধ থলি সুস্থতাকারক পাউডার) 📦 প্যাক সাইজ: ১০০ গ্রাম 🔸 উপাদানসমূহ (প্রতি ৬০ গ্রাম): ভিটামিন: ভিটামিন A – ১০,০০০ আইইউ ভিটামিন D₃ – ২,০০০ আইইউ ভিটামিন E – ১০০ মি.গ্রা. ভিটামিন C – ১০০ মি.গ্রা. ইলেক্ট্রোলাইট ও বাফার: ট্রাইসোডিয়াম সাইট্রেট – ৪.৫ গ্রাম পটাশিয়াম আয়োডাইড – ৪.০ মি.গ্রা. এনজাইম ও প্রোবায়োটিক: সেরাটিওপেপটাইডেজ – ২০,০০০ আইইউ ব্রোমেল",vet_supply,280,270,100gm,40,false,imported:agromukam,https://cdn.agromukam.com/images/p_img10290.webp,7710,https://agromukam.com/masti-z-100-g,Cattle > Cattle Medication > NSAID & Pain killer,0.17,https://res.cloudinary.com/oeon1p4w/image/upload/v1783713449/products/masti-z-100-g-7710.webp
